"icd9"	"icd9_string"	"phewas_code"	"phewas_string"	"exclude_range"	"rollup_bool"	"Ignore_bool"	"sex"	"pregnancy_related"	"category"	"category_string"
200.88	"Other named variants of lymphosarcoma and reticulosarcoma involving lymph nodes of multiple sites"	202.22	"Reticulosarcoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
201	"Hodgkin's disease"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.0	"Hodgkin's paragranuloma"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.00	"Hodgkin's paragranuloma, unspecified site, extranodal and solid organ sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.01	"Hodgkin's paragranuloma involving lymph nodes of head, face, and neck"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.02	"Hodgkin's paragranuloma involving intrathoracic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.03	"Hodgkin's paragranuloma involving intra-abdominal lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.04	"Hodgkin's paragranuloma involving lymph nodes of axilla and upper limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.05	"Hodgkin's paragranuloma involving lymph nodes of inguinal region and lower limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.06	"Hodgkin's paragranuloma involving intrapelvic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.07	"Hodgkin's paragranuloma involving spleen"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.08	"Hodgkin's paragranuloma involving lymph nodes of multiple sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.1	"Hodgkin's granuloma"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.10	"Hodgkin's granuloma, unspecified site, extranodal and solid organ sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.11	"Hodgkin's granuloma involving lymph nodes of head, face, and neck"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.12	"Hodgkin's granuloma involving intrathoracic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.13	"Hodgkin's granuloma involving intra-abdominal lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.14	"Hodgkin's granuloma involving lymph nodes of axilla and upper limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.15	"Hodgkin's granuloma involving lymph nodes of inguinal region and lower limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.16	"Hodgkin's granuloma involving intrapelvic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.17	"Hodgkin's granuloma involving spleen"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.18	"Hodgkin's granuloma involving lymph nodes of multiple sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.2	"Hodgkin's sarcoma"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.20	"Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.21	"Hodgkin's sarcoma involving lymph nodes of head, face, and neck"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.22	"Hodgkin's sarcoma involving intrathoracic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.23	"Hodgkin's sarcoma involving intra-abdominal lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.24	"Hodgkin's sarcoma involving lymph nodes of axilla and upper limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.25	"Hodgkin's sarcoma involving lymph nodes of inguinal region and lower limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.26	"Hodgkin's sarcoma involving intrapelvic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.27	"Hodgkin's sarcoma involving spleen"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.28	"Hodgkin's sarcoma involving lymph nodes of multiple sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.4	"Hodgkin's disease, lymphocytic-histiocytic predominance"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.40	"Hodgkin's disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.41	"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of head, face, and neck"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.42	"Hodgkin's disease, lymphocytic-histiocytic predominance involving intrathoracic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.43	"Hodgkin's disease, lymphocytic-histiocytic predominance involving intra-abdominal lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.44	"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of axilla and upper limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.45	"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of inguinal region and lower limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.46	"Hodgkin's disease, lymphocytic-histiocytic predominance involving intrapelvic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.47	"Hodgkin's disease, lymphocytic-histiocytic predominance involving spleen"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.48	"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of multiple sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.5	"Hodgkin's disease, nodular sclerosis"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.50	"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.51	"Hodgkin's disease, nodular sclerosis, involving lymph nodes of head, face, and neck"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.52	"Hodgkin's disease, nodular sclerosis, involving intrathoracic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.53	"Hodgkin's disease, nodular sclerosis, involving intra-abdominal lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.54	"Hodgkin's disease, nodular sclerosis, involving lymph nodes of axilla and upper limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.55	"Hodgkin's disease, nodular sclerosis, involving lymph nodes of inguinal region and lower limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.56	"Hodgkin's disease, nodular sclerosis, involving intrapelvic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.57	"Hodgkin's disease, nodular sclerosis, involving spleen"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.58	"Hodgkin's disease, nodular sclerosis, involving lymph nodes of multiple sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.6	"Hodgkin's disease, mixed cellularity"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.60	"Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.61	"Hodgkin's disease, mixed cellularity, involving lymph nodes of head, face, and neck"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.62	"Hodgkin's disease, mixed cellularity, involving intrathoracic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.63	"Hodgkin's disease, mixed cellularity, involving intra-abdominal lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.64	"Hodgkin's disease, mixed cellularity, involving lymph nodes of axilla and upper limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.65	"Hodgkin's disease, mixed cellularity, involving lymph nodes of inguinal region and lower limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.66	"Hodgkin's disease, mixed cellularity, involving intrapelvic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.67	"Hodgkin's disease, mixed cellularity, involving spleen"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.68	"Hodgkin's disease, mixed cellularity, involving lymph nodes of multiple sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.7	"Hodgkin's disease, lymphocytic depletion"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.70	"Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.71	"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of head, face, and neck"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.72	"Hodgkin's disease, lymphocytic depletion, involving intrathoracic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.73	"Hodgkin's disease, lymphocytic depletion, involving intra-abdominal lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.74	"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of axilla and upper limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.75	"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of inguinal region and lower limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.76	"Hodgkin's disease, lymphocytic depletion, involving intrapelvic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.77	"Hodgkin's disease, lymphocytic depletion, involving spleen"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.78	"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of multiple sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.9	"Hodgkin's disease, unspecified type"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.90	"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.91	"Hodgkin's disease, unspecified type, involving lymph nodes of head, face, and neck"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.92	"Hodgkin's disease, unspecified type, involving intrathoracic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.93	"Hodgkin's disease, unspecified type, involving intra-abdominal lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.94	"Hodgkin's disease, unspecified type, involving lymph nodes of axilla and upper limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.95	"Hodgkin's disease, unspecified type, involving lymph nodes of inguinal region and lower limb"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.96	"Hodgkin's disease, unspecified type, involving intrapelvic lymph nodes"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.97	"Hodgkin's disease, unspecified type, involving spleen"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
201.98	"Hodgkin's disease, unspecified type, involving lymph nodes of multiple sites"	201	"Hodgkin's disease"	"200-204.99"	1	0	""	0	2	"neoplasms"
202	"Other malignant neoplasms of lymphoid and histiocytic tissue"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.0	"Nodular lymphoma"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.00	"Nodular lymphoma, unspecified site, extranodal and solid organ sites"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.01	"Nodular lymphoma involving lymph nodes of head, face, and neck"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.02	"Nodular lymphoma involving intrathoracic lymph nodes"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.03	"Nodular lymphoma involving intra-abdominal lymph nodes"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.04	"Nodular lymphoma involving lymph nodes of axilla and upper limb"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.05	"Nodular lymphoma involving lymph nodes of inguinal region and lower limb"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.06	"Nodular lymphoma involving intrapelvic lymph nodes"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.07	"Nodular lymphoma spleen"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.08	"Nodular lymphoma involving lymph nodes of multiple sites"	202.21	"Nodular lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.1	"Mycosis fungoides"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.10	"Mycosis fungoides, unspecified site, extranodal and solid organ sites"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.11	"Mycosis fungoides involving lymph nodes of head, face, and neck"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.12	"Mycosis fungoides involving intrathoracic lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.13	"Mycosis fungoides involving intra-abdominal lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.14	"Mycosis fungoides involving lymph nodes of axilla and upper limb"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.15	"Mycosis fungoides involving lymph nodes of inguinal region and lower limb"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.16	"Mycosis fungoides involving intrapelvic lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.17	"Mycosis fungoides spleen"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.18	"Mycosis fungoides involving lymph nodes of multiple sites"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.2	"Sezary's disease"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.20	"Sezary's disease, unspecified site, extranodal and solid organ sites"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.21	"Sezary's disease involving lymph nodes of head, face, and neck"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.22	"Sezary's disease involving intrathoracic lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.23	"Sezary's disease involving intra-abdominal lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.24	"Sezary's disease involving lymph nodes of axilla and upper limb"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.25	"Sezary's disease involving lymph nodes of inguinal region and lower limb"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.26	"Sezary's disease involving intrapelvic lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.27	"Sezary's disease spleen"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.28	"Sezary's disease involving lymph nodes of multiple sites"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.3	"Malignant histiocytosis"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.30	"Malignant histiocytosis, unspecified site, extranodal and solid organ sites"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.31	"Malignant histiocytosis involving lymph nodes of head, face, and neck"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.32	"Malignant histiocytosis involving intrathoracic lymph nodes"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.33	"Malignant histiocytosis involving intra-abdominal lymph nodes"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.34	"Malignant histiocytosis involving lymph nodes of axilla and upper limb"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.35	"Malignant histiocytosis involving lymph nodes of inguinal region and lower limb"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.36	"Malignant histiocytosis involving intrapelvic lymph nodes"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.37	"Malignant histiocytosis involving spleen"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.38	"Malignant histiocytosis involving lymph nodes of multiple sites"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.4	"Leukemic reticuloendotheliosis"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.40	"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.41	"Leukemic reticuloendotheliosis involving lymph nodes of head, face, and neck"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.42	"Leukemic reticuloendotheliosis involving intrathoracic lymph nodes"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.43	"Leukemic reticuloendotheliosis involving intra-abdominal lymph nodes"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.44	"Leukemic reticuloendotheliosis involving lymph nodes of axilla and upper limb"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.45	"Leukemic reticuloendotheliosis involving lymph nodes of inguinal region and lower limb"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.46	"Leukemic reticuloendotheliosis involving intrapelvic lymph nodes"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.47	"Leukemic reticuloendotheliosis involving spleen"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.48	"Leukemic reticuloendotheliosis involving lymph nodes of multiple sites"	204	"Leukemia"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.5	"Letterer-Siwe disease"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.50	"Letterer-Siwe disease, unspecified site, extranodal and solid organ sites"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.51	"Letterer-Siwe disease involving lymph nodes of head, face, and neck"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.52	"Letterer-Siwe disease involving intrathoracic lymph nodes"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.53	"Letterer-Siwe disease involving intra-abdominal lymph nodes"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.54	"Letterer-Siwe disease involving lymph nodes of axilla and upper limb"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.55	"Letterer-Siwe disease involving lymph nodes of inguinal region and lower limb"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.56	"Letterer-Siwe disease involving intrapelvic lymph nodes"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.57	"Letterer-Siwe disease involving spleen"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.58	"Letterer-Siwe disease involving lymph nodes of multiple sites"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.6	"Malignant mast cell tumors"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.60	"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.61	"Malignant mast cell tumors involving lymph nodes of head, face, and neck"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.62	"Malignant mast cell tumors involving intrathoracic lymph nodes"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.63	"Malignant mast cell tumors involving intra-abdominal lymph nodes"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.64	"Malignant mast cell tumors involving lymph nodes of axilla and upper limb"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.65	"Malignant mast cell tumors involving lymph nodes of inguinal region and lower limb"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.66	"Malignant mast cell tumors involving intrapelvic lymph nodes"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.67	"Malignant mast cell tumors involving spleen"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.68	"Malignant mast cell tumors involving lymph nodes of multiple sites"	202	"Cancer of other lymphoid, histiocytic tissue"	"200-204.99"	1	0	""	0	2	"neoplasms"
202.7	"Peripheral T-cell lymphoma"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.70	"Peripheral T-cell lymphoma, unspecified site, extranodal and solid organ sites"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.71	"Peripheral T-cell lymphoma involving lymph nodes of head, face, and neck"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.72	"Peripheral T-cell lymphoma involving intrathoracic lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.73	"Peripheral T-cell lymphoma involving intra-abdominal lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.74	"Peripheral T-cell lymphoma involving lymph nodes of axilla and upper limb"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.75	"Peripheral T-cell lymphoma involving lymph nodes of inguinal region and lower limb"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.76	"Peripheral T-cell lymphoma involving intrapelvic lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.77	"Peripheral T-cell lymphoma involving spleen"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.78	"Peripheral T-cell lymphoma involving lymph nodes of multiple sites"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.8	"Other malignant lymphomas"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.80	"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.81	"Other malignant lymphomas involving lymph nodes of head, face, and neck"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.82	"Other malignant lymphomas involving intrathoracic lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.83	"Other malignant lymphomas involving intra-abdominal lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.84	"Other malignant lymphomas involving lymph nodes of axilla and upper limb"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.85	"Other malignant lymphomas involving lymph nodes of inguinal region and lower limb"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.86	"Other malignant lymphomas involving intrapelvic lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.87	"Other malignant lymphomas involving spleen"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.88	"Other malignant lymphomas involving lymph nodes of multiple sites"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.9	"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.90	"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.91	"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving lymph nodes of head, face, and neck"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
202.92	"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intrathoracic lymph nodes"	202.2	"Non-Hodgkins lymphoma"	"200-204.99"	1	0	"Both"	0	2	"neoplasms"
